name,category,kcal_100,protein_100,fat_100,carbs_100,fiber_100,proposed_group,confidence,method,proposed_cooking_tags,proposed_allergens,proposed_diet_exclusions,default_scaling,reason,decision
Śmietanka 36%,Nabiał,337,2.0,36.0,2.8,0.0,dodatek_tłuszczowy,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno",mleko,"dairy,lactose",TŁUMIONY,słowo_kluczowe: dodatek_tłuszczowy; kategoria Nabiał,
Jogurt naturalny do smarowania (gęsty),Nabiał,115,6.0,8.5,3.5,0.0,nabiał_chudy,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: nabiał_chudy; kategoria Nabiał,
Kwaśna śmietana 10%,Nabiał,115,2.8,10.0,4.0,0.0,dodatek_tłuszczowy,ŚREDNIA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno",mleko,"dairy,lactose",TŁUMIONY,słowo_kluczowe: dodatek_tłuszczowy; kategoria Nabiał,
"Mleko zagęszczone niesłodzone 7,5%",Nabiał,131,6.5,7.5,9.5,0.0,mleko,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno",mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: mleko; kategoria Nabiał,
Mleko w proszku pełne,Nabiał,490,26.0,26.0,38.0,0.0,mleko,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno",mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: mleko; kategoria Nabiał,
Ser mozzarella light,Nabiał,224,24.0,13.5,1.5,0.0,ser,WYSOKA,SŁOWO_KLUCZOWE,"pieczenie,na_zimno",mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: ser; kategoria Nabiał,
Burrata,Nabiał,262,13.0,22.0,2.5,0.0,nabiał_tłusty,NISKA,KATEGORIA,na_zimno,mleko,"dairy,lactose",LINIOWY,kategoria: nabiał_tłusty,
Ser wędzony gouda,Nabiał,356,25.0,27.5,1.5,0.0,ser,NISKA,SŁOWO_KLUCZOWE,"pieczenie,na_zimno",mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: ser; kategoria Nabiał; wartości po obróbce termicznej (katalog diet liczy na surowo),
Twarożek ziarnisty wysokobiałkowy,Nabiał,87,13.5,2.5,2.5,0.0,nabiał_chudy,NISKA,KATEGORIA,na_zimno,mleko,"dairy,lactose",LINIOWY,kategoria: nabiał_chudy,
Jogurt typu greckiego 5%,Nabiał,93,4.5,5.0,4.7,0.0,nabiał_chudy,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,mleko,"dairy,lactose",LINIOWY,słowo_kluczowe: nabiał_chudy; kategoria Nabiał,
Bułka pszenna kajzerka,Zboża i pieczywo,293,9.5,2.0,58.0,3.0,pieczywo,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,gluten,gluten,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Zboża i pieczywo,
Bułka maślana,Zboża i pieczywo,330,8.5,8.0,55.0,2.5,pieczywo,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,gluten,gluten,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Zboża i pieczywo,
Chałka,Zboża i pieczywo,322,8.0,6.5,57.0,2.5,pieczywo,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: pieczywo,
Chleb baltonowski,Zboża i pieczywo,249,7.5,1.5,50.0,4.0,pieczywo,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,gluten,gluten,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Zboża i pieczywo,
Chleb wiejski pszenno-żytni,Zboża i pieczywo,251,7.8,1.6,50.5,4.5,pieczywo,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,gluten,gluten,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Zboża i pieczywo,
Chleb bezglutenowy jasny,Zboża i pieczywo,236,3.5,5.0,44.0,5.5,pieczywo,NISKA,SŁOWO_KLUCZOWE,na_zimno,,,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Zboża i pieczywo,
Chleb proteinowy,Zboża i pieczywo,245,22.0,10.0,12.5,12.0,białko_proszek,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,gluten,gluten,LINIOWY,słowo_kluczowe: białko_proszek; kategoria Zboża i pieczywo,
Chleb tostowy pełnoziarnisty,Zboża i pieczywo,244,10.5,3.5,41.0,7.0,pieczywo,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,gluten,gluten,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Zboża i pieczywo,
Pumpernikiel,Zboża i pieczywo,184,5.5,1.2,35.0,8.5,pieczywo,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: pieczywo,
Obwarzanek krakowski,Zboża i pieczywo,314,9.5,3.0,61.0,3.0,pieczywo,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: pieczywo,
Bajgiel,Zboża i pieczywo,277,10.5,1.5,55.0,2.5,pieczywo,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: pieczywo,
Tortilla pełnoziarnista,Zboża i pieczywo,280,9.5,6.5,44.0,7.5,pieczywo,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,gluten,gluten,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Zboża i pieczywo,
Pita,Zboża i pieczywo,266,9.0,1.2,54.0,2.5,pieczywo,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,gluten,gluten,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Zboża i pieczywo,
Naan,Zboża i pieczywo,310,8.5,8.5,49.0,2.0,pieczywo,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: pieczywo,
Lawasz cienki,Zboża i pieczywo,275,9.0,1.5,56.0,2.5,pieczywo,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: pieczywo,
Wrap pełnoziarnisty duży,Zboża i pieczywo,285,9.5,7.0,45.0,7.0,pieczywo,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: pieczywo,
Płatki orkiszowe,Zboża i pieczywo,349,13.5,2.5,66.0,8.5,płatki,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno",gluten,gluten,LINIOWY,słowo_kluczowe: płatki; kategoria Zboża i pieczywo,
Płatki żytnie,Zboża i pieczywo,334,9.5,2.0,65.0,11.5,płatki,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno",gluten,gluten,LINIOWY,słowo_kluczowe: płatki; kategoria Zboża i pieczywo,
Płatki jęczmienne,Zboża i pieczywo,348,9.8,2.1,69.0,9.5,płatki,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno",gluten,gluten,LINIOWY,słowo_kluczowe: płatki; kategoria Zboża i pieczywo,
Płatki kukurydziane bez cukru,Zboża i pieczywo,372,7.5,1.0,82.0,3.0,płatki,NISKA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno",,,LINIOWY,słowo_kluczowe: płatki; kategoria Zboża i pieczywo,
Musli owocowe (bez dodatku cukru),Zboża i pieczywo,355,9.0,6.0,65.5,8.0,płatki,ŚREDNIA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno",gluten,gluten,LINIOWY,słowo_kluczowe: płatki; kategoria Zboża i pieczywo,
Granola orzechowa,Zboża i pieczywo,471,11.0,22.0,55.0,7.0,płatki,ŚREDNIA,SŁOWO_KLUCZOWE,"gotowanie,na_zimno","gluten,orzechy",gluten,LINIOWY,słowo_kluczowe: płatki; kategoria Zboża i pieczywo,
Zarodki pszenne,Zboża i pieczywo,360,26.5,9.7,42.0,13.0,pieczywo,NISKA,KATEGORIA,na_zimno,gluten,gluten,DYSKRETNY,kategoria: pieczywo,
Mąka żytnia typ 720,Zboża i pieczywo,323,8.5,1.5,65.5,8.5,mąka,WYSOKA,SŁOWO_KLUCZOWE,"pieczenie,smażenie",gluten,gluten,LINIOWY,słowo_kluczowe: mąka; kategoria Zboża i pieczywo,
Mąka orkiszowa pełnoziarnista,Zboża i pieczywo,337,14.5,2.5,60.0,9.0,mąka,WYSOKA,SŁOWO_KLUCZOWE,"pieczenie,smażenie",gluten,gluten,LINIOWY,słowo_kluczowe: mąka; kategoria Zboża i pieczywo,
Mąka kukurydziana,Zboża i pieczywo,363,6.9,3.9,74.5,7.3,mąka,NISKA,SŁOWO_KLUCZOWE,"pieczenie,smażenie",,,LINIOWY,słowo_kluczowe: mąka; kategoria Zboża i pieczywo,
Mąka migdałowa,Zboża i pieczywo,590,25.5,50.0,9.0,10.5,mąka,WYSOKA,SŁOWO_KLUCZOWE,"pieczenie,smażenie",orzechy,,LINIOWY,słowo_kluczowe: mąka; kategoria Zboża i pieczywo,
Mąka kokosowa,Zboża i pieczywo,400,18.5,12.0,22.0,39.0,mąka,NISKA,SŁOWO_KLUCZOWE,"pieczenie,smażenie",,,LINIOWY,słowo_kluczowe: mąka; kategoria Zboża i pieczywo,
Skrobia ziemniaczana,Zboża i pieczywo,343,0.1,0.1,84.0,0.6,pieczywo,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: pieczywo,
Precel duży miękki,Zboża i pieczywo,338,9.0,3.0,68.0,2.5,pieczywo,NISKA,KATEGORIA,na_zimno,,,DYSKRETNY,kategoria: pieczywo,
Chrupki chlebowe pełnoziarniste,Zboża i pieczywo,380,12.0,4.5,70.0,12.0,pieczywo,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,gluten,gluten,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Zboża i pieczywo,
Pieczywo chrupkie kukurydziane,Zboża i pieczywo,388,7.0,2.0,82.0,4.0,pieczywo,NISKA,SŁOWO_KLUCZOWE,na_zimno,,,DYSKRETNY,słowo_kluczowe: pieczywo; kategoria Zboża i pieczywo,
"Ryż basmati, suchy","Kasze, ryż i makarony",350,7.5,0.6,78.0,1.6,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Ryż jaśminowy, suchy","Kasze, ryż i makarony",352,7.0,0.6,79.5,1.2,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Ryż paraboliczny, suchy","Kasze, ryż i makarony",351,7.5,0.9,77.5,1.8,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Ryż dziki, suchy","Kasze, ryż i makarony",357,14.7,1.1,74.9,6.2,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Ryż czerwony, suchy","Kasze, ryż i makarony",356,7.9,2.4,74.0,3.5,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Ryż czarny, suchy","Kasze, ryż i makarony",356,8.9,2.4,74.0,4.9,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Ryż do sushi, suchy","Kasze, ryż i makarony",348,6.5,0.5,79.0,1.0,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Kasza gryczana palona, sucha","Kasze, ryż i makarony",336,12.6,3.1,69.3,5.9,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Kasza gryczana niepalona (biała), sucha","Kasze, ryż i makarony",343,13.2,3.4,71.5,10.0,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Kasza pęczak, ugotowana","Kasze, ryż i makarony",124,3.5,0.7,26.0,3.5,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony; wartości po obróbce termicznej (katalog diet liczy na surowo)",
"Kasza kuskus, sucha","Kasze, ryż i makarony",376,12.8,0.6,77.5,5.0,kasza_ryż,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Kasza kuskus pełnoziarnista, sucha","Kasze, ryż i makarony",350,13.0,2.0,68.0,8.5,kasza_ryż,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Komosa ryżowa, ugotowana","Kasze, ryż i makarony",120,4.4,1.9,21.3,2.8,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony; wartości po obróbce termicznej (katalog diet liczy na surowo)",
"Amarantus, suchy","Kasze, ryż i makarony",371,13.6,7.0,65.3,6.7,kasza_ryż,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Kasza owsiana, sucha","Kasze, ryż i makarony",366,11.9,7.0,69.3,10.0,kasza_ryż,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: kasza_ryż; kategoria Kasze, ryż i makarony",
"Makaron penne, suchy","Kasze, ryż i makarony",353,12.0,1.5,71.5,3.0,makaron,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: makaron; kategoria Kasze, ryż i makarony",
"Makaron penne, ugotowany","Kasze, ryż i makarony",131,5.0,0.9,26.0,1.4,makaron,NISKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: makaron; kategoria Kasze, ryż i makarony; wartości po obróbce termicznej (katalog diet liczy na surowo)",
"Makaron spaghetti, ugotowany","Kasze, ryż i makarony",130,5.0,0.9,25.5,1.4,makaron,NISKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: makaron; kategoria Kasze, ryż i makarony; wartości po obróbce termicznej (katalog diet liczy na surowo)",
"Makaron gryczany soba, suchy","Kasze, ryż i makarony",336,14.4,0.7,74.6,3.0,makaron,NISKA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,"słowo_kluczowe: makaron; kategoria Kasze, ryż i makarony",
"Makaron z soczewicy czerwonej, suchy","Kasze, ryż i makarony",339,25.0,2.0,52.0,6.5,makaron,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: makaron; kategoria Kasze, ryż i makarony",
"Makaron z ciecierzycy, suchy","Kasze, ryż i makarony",350,21.0,5.5,51.0,11.0,makaron,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: makaron; kategoria Kasze, ryż i makarony",
"Makaron jajeczny, suchy","Kasze, ryż i makarony",368,13.5,4.0,68.0,3.0,makaron,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: makaron; kategoria Kasze, ryż i makarony",
"Makaron orkiszowy, suchy","Kasze, ryż i makarony",351,13.0,2.3,68.5,6.0,makaron,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: makaron; kategoria Kasze, ryż i makarony",
"Makaron tagliatelle, suchy","Kasze, ryż i makarony",360,12.5,2.5,70.0,3.0,makaron,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: makaron; kategoria Kasze, ryż i makarony",
"Makaron udon, ugotowany","Kasze, ryż i makarony",127,3.5,0.4,26.5,1.2,makaron,NISKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: makaron; kategoria Kasze, ryż i makarony; wartości po obróbce termicznej (katalog diet liczy na surowo)",
"Makaron chiński pszenny (noodle), suchy","Kasze, ryż i makarony",361,10.5,1.5,74.5,2.5,makaron,WYSOKA,SŁOWO_KLUCZOWE,gotowanie,gluten,gluten,LINIOWY,"słowo_kluczowe: makaron; kategoria Kasze, ryż i makarony",
"Kluski śląskie, gotowane","Kasze, ryż i makarony",154,3.0,0.5,34.5,1.5,kasza_ryż,NISKA,KATEGORIA,gotowanie,gluten,gluten,LINIOWY,kategoria: kasza_ryż,
"Kopytka, gotowane","Kasze, ryż i makarony",176,4.5,1.0,37.5,1.8,kasza_ryż,NISKA,KATEGORIA,gotowanie,,,LINIOWY,kategoria: kasza_ryż,
"Gnocchi ziemniaczane, gotowane","Kasze, ryż i makarony",156,4.0,0.6,33.5,1.8,kasza_ryż,NISKA,KATEGORIA,gotowanie,,,LINIOWY,kategoria: kasza_ryż,
"Batat, pieczony",Warzywa,90,2.0,0.2,20.7,3.3,skrobiowe,NISKA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,LINIOWY,słowo_kluczowe: skrobiowe; kategoria Warzywa; wartości po obróbce termicznej (katalog diet liczy na surowo),
"Ziemniak, pieczony ze skórą",Warzywa,93,2.5,0.1,21.0,2.2,białko_tłuste,NISKA,SŁOWO_KLUCZOWE,"pieczenie,duszenie",,,LINIOWY,słowo_kluczowe: białko_tłuste; kategoria Warzywa; wartości po obróbce termicznej (katalog diet liczy na surowo),
Ziemniaki puree (z mlekiem i masłem),Warzywa,106,2.0,3.9,15.5,1.4,skrobiowe,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,LINIOWY,słowo_kluczowe: skrobiowe; kategoria Warzywa,
Frytki pieczone z piekarnika,Warzywa,172,2.7,5.0,28.5,2.8,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane; wartości po obróbce termicznej (katalog diet liczy na surowo),
"Dynia piżmowa, pieczona",Warzywa,47,1.0,0.1,11.7,2.0,nasiona,NISKA,SŁOWO_KLUCZOWE,na_zimno,,,LINIOWY,słowo_kluczowe: nasiona; kategoria Warzywa; wartości po obróbce termicznej (katalog diet liczy na surowo),
"Dynia hokkaido, surowa",Warzywa,42,1.5,0.3,9.0,1.5,nasiona,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,LINIOWY,słowo_kluczowe: nasiona; kategoria Warzywa,
"Cukinia, grillowana",Warzywa,22,1.5,0.4,3.5,1.2,warzywa_gotowane,NISKA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa; wartości po obróbce termicznej (katalog diet liczy na surowo),
"Bakłażan, pieczony",Warzywa,35,1.0,0.2,8.0,3.0,warzywa_gotowane,NISKA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa; wartości po obróbce termicznej (katalog diet liczy na surowo),
"Papryka żółta, surowa",Warzywa,27,1.0,0.2,6.3,0.9,warzywa_surowe,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: warzywa_surowe; kategoria Warzywa,
"Papryczka chili, surowa",Warzywa,40,1.9,0.4,8.8,1.5,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Pomidory suszone w oleju (odsączone),Warzywa,213,5.1,14.0,18.0,5.8,warzywa_surowe,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: warzywa_surowe; kategoria Warzywa,
"Kapusta włoska, surowa",Warzywa,29,2.0,0.4,5.4,2.5,warzywa_gotowane,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa,
"Jarmuż, surowy",Warzywa,49,4.3,0.9,8.8,3.6,warzywa_liściaste,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: warzywa_liściaste; kategoria Warzywa,
"Szpinak baby, surowy",Warzywa,23,2.9,0.4,3.6,2.2,warzywa_liściaste,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: warzywa_liściaste; kategoria Warzywa,
"Szpinak, duszony",Warzywa,30,3.5,0.8,3.5,2.8,warzywa_liściaste,NISKA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: warzywa_liściaste; kategoria Warzywa; wartości po obróbce termicznej (katalog diet liczy na surowo),
Botwina,Warzywa,19,1.8,0.2,3.0,1.6,warzywa_liściaste,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: warzywa_liściaste; kategoria Warzywa,
"Pietruszka korzeń, surowa",Warzywa,55,2.6,0.5,10.5,4.9,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
"Cebula czerwona, surowa",Warzywa,40,1.1,0.1,9.3,1.7,warzywa_aromat,WYSOKA,SŁOWO_KLUCZOWE,"smażenie,gotowanie",,,TŁUMIONY,słowo_kluczowe: warzywa_aromat; kategoria Warzywa,
Szalotka,Warzywa,72,2.5,0.1,16.8,3.2,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Rzodkiew biała (daikon),Warzywa,18,0.6,0.1,4.1,1.6,warzywa_surowe,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: warzywa_surowe; kategoria Warzywa,
Sałata rzymska,Warzywa,17,1.2,0.3,3.3,2.1,warzywa_liściaste,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: warzywa_liściaste; kategoria Warzywa,
Endywia,Warzywa,17,1.3,0.2,3.4,3.1,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Cykoria,Warzywa,17,0.9,0.1,4.0,3.1,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Koper włoski (fenkuł),Warzywa,31,1.2,0.2,7.3,3.1,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
"Szparagi zielone, surowe",Warzywa,20,2.2,0.1,3.9,2.1,warzywa_gotowane,ŚREDNIA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa,
"Karczochy, gotowane",Warzywa,53,2.9,0.3,11.9,5.7,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
"Kalarepa, surowa",Warzywa,27,1.7,0.1,6.2,3.6,warzywa_surowe,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: warzywa_surowe; kategoria Warzywa,
Kalafior romanesco,Warzywa,28,2.5,0.3,5.0,2.2,warzywa_gotowane,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa,
"Kukurydza, kolba gotowana",Warzywa,96,3.4,1.5,21.0,2.4,warzywa_gotowane,ŚREDNIA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa,
Kukurydza konserwowa (odsączona),Warzywa,81,2.9,1.2,16.0,2.0,warzywa_gotowane,ŚREDNIA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa,
"Pieczarki, smażone",Warzywa,55,3.6,3.5,4.0,1.5,warzywa_gotowane,NISKA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa; wartości po obróbce termicznej (katalog diet liczy na surowo),
"Borowiki, świeże",Warzywa,34,3.6,0.5,5.2,2.5,owoce_jagodowe,ŚREDNIA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: owoce_jagodowe; kategoria Warzywa,
Boczniaki,Warzywa,33,3.3,0.4,6.1,2.3,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
"Shiitake, świeże",Warzywa,34,2.2,0.5,6.8,2.5,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Pieczarki portobello,Warzywa,22,2.1,0.4,3.9,1.3,warzywa_gotowane,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa,
Kiełki fasoli mung,Warzywa,30,3.0,0.2,5.9,1.8,strączki,ŚREDNIA,SŁOWO_KLUCZOWE,gotowanie,,,LINIOWY,słowo_kluczowe: strączki; kategoria Warzywa,
Kiełki brokuła,Warzywa,35,3.5,0.5,5.5,3.0,warzywa_gotowane,ŚREDNIA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa,
Kimchi,Warzywa,24,1.7,0.5,3.5,1.6,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
"Mieszanka warzyw na patelnię, mrożona",Warzywa,45,2.3,0.7,7.5,3.0,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
"Włoszczyzna, mrożona",Warzywa,39,1.6,0.4,7.8,2.7,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Szpinak mrożony,Warzywa,25,3.0,0.4,2.5,2.4,warzywa_liściaste,WYSOKA,SŁOWO_KLUCZOWE,na_zimno,,,TŁUMIONY,słowo_kluczowe: warzywa_liściaste; kategoria Warzywa,
Kalafior mrożony,Warzywa,24,1.9,0.2,4.2,2.2,warzywa_gotowane,WYSOKA,SŁOWO_KLUCZOWE,"gotowanie,pieczenie",,,TŁUMIONY,słowo_kluczowe: warzywa_gotowane; kategoria Warzywa,
Oliwki kalamata,Warzywa,240,1.5,24.0,5.0,3.0,tłuszcz,ŚREDNIA,SŁOWO_KLUCZOWE,"smażenie,pieczenie",,,LINIOWY,słowo_kluczowe: tłuszcz; kategoria Warzywa,
Karczochy w zalewie (odsączone),Warzywa,55,2.5,1.5,8.0,4.5,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
Chrzan tarty,Warzywa,74,2.5,0.6,15.0,4.5,warzywa_gotowane,NISKA,KATEGORIA,"gotowanie,pieczenie",,,TŁUMIONY,kategoria: warzywa_gotowane,
